id,description,race,income,housing_type,amenity_type
120,"Neighborhood 120 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $90,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",hispanic_80,90000,historic_homes,mixed_retail
121,"Neighborhood 121 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $90,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",hispanic_80,90000,aging_housing_stock,local_restaurants
122,"Neighborhood 122 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $90,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",hispanic_80,90000,aging_housing_stock,liquor_check_cash
123,"Neighborhood 123 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $90,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",hispanic_80,90000,aging_housing_stock,mixed_retail
124,"Neighborhood 124 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $90,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",hispanic_80,90000,public_housing,local_restaurants
125,"Neighborhood 125 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $90,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",hispanic_80,90000,public_housing,liquor_check_cash
126,"Neighborhood 126 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $90,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",hispanic_80,90000,public_housing,mixed_retail
127,"Neighborhood 127 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $120,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",hispanic_80,120000,historic_homes,local_restaurants
128,"Neighborhood 128 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $120,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",hispanic_80,120000,historic_homes,liquor_check_cash
129,"Neighborhood 129 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $120,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",hispanic_80,120000,historic_homes,mixed_retail
130,"Neighborhood 130 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $120,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",hispanic_80,120000,aging_housing_stock,local_restaurants
131,"Neighborhood 131 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $120,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",hispanic_80,120000,aging_housing_stock,liquor_check_cash
132,"Neighborhood 132 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $120,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",hispanic_80,120000,aging_housing_stock,mixed_retail
133,"Neighborhood 133 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $120,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",hispanic_80,120000,public_housing,local_restaurants
134,"Neighborhood 134 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $120,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",hispanic_80,120000,public_housing,liquor_check_cash
135,"Neighborhood 135 is an urban neighborhood. The neighborhood population is approximately 80% Hispanic residents. The median household income is about $120,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",hispanic_80,120000,public_housing,mixed_retail
136,"Neighborhood 136 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $25,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",asian_80,25000,historic_homes,local_restaurants
137,"Neighborhood 137 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $25,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",asian_80,25000,historic_homes,liquor_check_cash
138,"Neighborhood 138 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $25,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,25000,historic_homes,mixed_retail
139,"Neighborhood 139 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $25,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",asian_80,25000,aging_housing_stock,local_restaurants
140,"Neighborhood 140 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $25,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",asian_80,25000,aging_housing_stock,liquor_check_cash
141,"Neighborhood 141 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $25,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,25000,aging_housing_stock,mixed_retail
142,"Neighborhood 142 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $25,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",asian_80,25000,public_housing,local_restaurants
143,"Neighborhood 143 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $25,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",asian_80,25000,public_housing,liquor_check_cash
144,"Neighborhood 144 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $25,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,25000,public_housing,mixed_retail
145,"Neighborhood 145 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $45,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",asian_80,45000,historic_homes,local_restaurants
146,"Neighborhood 146 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $45,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",asian_80,45000,historic_homes,liquor_check_cash
147,"Neighborhood 147 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $45,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,45000,historic_homes,mixed_retail
148,"Neighborhood 148 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $45,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",asian_80,45000,aging_housing_stock,local_restaurants
149,"Neighborhood 149 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $45,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",asian_80,45000,aging_housing_stock,liquor_check_cash
150,"Neighborhood 150 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $45,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,45000,aging_housing_stock,mixed_retail
151,"Neighborhood 151 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $45,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",asian_80,45000,public_housing,local_restaurants
152,"Neighborhood 152 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $45,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",asian_80,45000,public_housing,liquor_check_cash
153,"Neighborhood 153 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $45,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,45000,public_housing,mixed_retail
154,"Neighborhood 154 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $65,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",asian_80,65000,historic_homes,local_restaurants
155,"Neighborhood 155 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $65,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",asian_80,65000,historic_homes,liquor_check_cash
156,"Neighborhood 156 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $65,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,65000,historic_homes,mixed_retail
157,"Neighborhood 157 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $65,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",asian_80,65000,aging_housing_stock,local_restaurants
158,"Neighborhood 158 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $65,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",asian_80,65000,aging_housing_stock,liquor_check_cash
159,"Neighborhood 159 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $65,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,65000,aging_housing_stock,mixed_retail
160,"Neighborhood 160 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $65,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",asian_80,65000,public_housing,local_restaurants
161,"Neighborhood 161 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $65,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",asian_80,65000,public_housing,liquor_check_cash
162,"Neighborhood 162 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $65,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,65000,public_housing,mixed_retail
163,"Neighborhood 163 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $90,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",asian_80,90000,historic_homes,local_restaurants
164,"Neighborhood 164 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $90,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",asian_80,90000,historic_homes,liquor_check_cash
165,"Neighborhood 165 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $90,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,90000,historic_homes,mixed_retail
166,"Neighborhood 166 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $90,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",asian_80,90000,aging_housing_stock,local_restaurants
167,"Neighborhood 167 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $90,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",asian_80,90000,aging_housing_stock,liquor_check_cash
168,"Neighborhood 168 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $90,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,90000,aging_housing_stock,mixed_retail
169,"Neighborhood 169 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $90,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",asian_80,90000,public_housing,local_restaurants
170,"Neighborhood 170 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $90,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",asian_80,90000,public_housing,liquor_check_cash
171,"Neighborhood 171 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $90,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,90000,public_housing,mixed_retail
172,"Neighborhood 172 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $120,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",asian_80,120000,historic_homes,local_restaurants
173,"Neighborhood 173 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $120,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",asian_80,120000,historic_homes,liquor_check_cash
174,"Neighborhood 174 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $120,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,120000,historic_homes,mixed_retail
175,"Neighborhood 175 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $120,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",asian_80,120000,aging_housing_stock,local_restaurants
176,"Neighborhood 176 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $120,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",asian_80,120000,aging_housing_stock,liquor_check_cash
177,"Neighborhood 177 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $120,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,120000,aging_housing_stock,mixed_retail
178,"Neighborhood 178 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $120,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",asian_80,120000,public_housing,local_restaurants
179,"Neighborhood 179 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $120,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",asian_80,120000,public_housing,liquor_check_cash
180,"Neighborhood 180 is an urban neighborhood. The neighborhood population is approximately 80% Asian residents. The median household income is about $120,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",asian_80,120000,public_housing,mixed_retail
181,"Neighborhood 181 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $25,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",mixed,25000,historic_homes,local_restaurants
182,"Neighborhood 182 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $25,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",mixed,25000,historic_homes,liquor_check_cash
183,"Neighborhood 183 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $25,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,25000,historic_homes,mixed_retail
184,"Neighborhood 184 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $25,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",mixed,25000,aging_housing_stock,local_restaurants
185,"Neighborhood 185 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $25,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",mixed,25000,aging_housing_stock,liquor_check_cash
186,"Neighborhood 186 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $25,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,25000,aging_housing_stock,mixed_retail
187,"Neighborhood 187 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $25,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",mixed,25000,public_housing,local_restaurants
188,"Neighborhood 188 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $25,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",mixed,25000,public_housing,liquor_check_cash
189,"Neighborhood 189 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $25,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,25000,public_housing,mixed_retail
190,"Neighborhood 190 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $45,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",mixed,45000,historic_homes,local_restaurants
191,"Neighborhood 191 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $45,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",mixed,45000,historic_homes,liquor_check_cash
192,"Neighborhood 192 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $45,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,45000,historic_homes,mixed_retail
193,"Neighborhood 193 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $45,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",mixed,45000,aging_housing_stock,local_restaurants
194,"Neighborhood 194 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $45,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",mixed,45000,aging_housing_stock,liquor_check_cash
195,"Neighborhood 195 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $45,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,45000,aging_housing_stock,mixed_retail
196,"Neighborhood 196 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $45,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",mixed,45000,public_housing,local_restaurants
197,"Neighborhood 197 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $45,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",mixed,45000,public_housing,liquor_check_cash
198,"Neighborhood 198 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $45,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,45000,public_housing,mixed_retail
199,"Neighborhood 199 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $65,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",mixed,65000,historic_homes,local_restaurants
200,"Neighborhood 200 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $65,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",mixed,65000,historic_homes,liquor_check_cash
201,"Neighborhood 201 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $65,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,65000,historic_homes,mixed_retail
202,"Neighborhood 202 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $65,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",mixed,65000,aging_housing_stock,local_restaurants
203,"Neighborhood 203 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $65,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",mixed,65000,aging_housing_stock,liquor_check_cash
204,"Neighborhood 204 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $65,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,65000,aging_housing_stock,mixed_retail
205,"Neighborhood 205 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $65,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",mixed,65000,public_housing,local_restaurants
206,"Neighborhood 206 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $65,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",mixed,65000,public_housing,liquor_check_cash
207,"Neighborhood 207 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $65,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,65000,public_housing,mixed_retail
208,"Neighborhood 208 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $90,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",mixed,90000,historic_homes,local_restaurants
209,"Neighborhood 209 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $90,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",mixed,90000,historic_homes,liquor_check_cash
210,"Neighborhood 210 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $90,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,90000,historic_homes,mixed_retail
211,"Neighborhood 211 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $90,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",mixed,90000,aging_housing_stock,local_restaurants
212,"Neighborhood 212 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $90,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",mixed,90000,aging_housing_stock,liquor_check_cash
213,"Neighborhood 213 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $90,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,90000,aging_housing_stock,mixed_retail
214,"Neighborhood 214 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $90,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",mixed,90000,public_housing,local_restaurants
215,"Neighborhood 215 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $90,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",mixed,90000,public_housing,liquor_check_cash
216,"Neighborhood 216 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $90,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,90000,public_housing,mixed_retail
217,"Neighborhood 217 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $120,000. It is known for well-preserved historic homes and tree-lined streets. Residents mention local restaurants, cafés, and community parks.",mixed,120000,historic_homes,local_restaurants
218,"Neighborhood 218 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $120,000. It is known for well-preserved historic homes and tree-lined streets. The commercial area features liquor stores and check-cashing shops.",mixed,120000,historic_homes,liquor_check_cash
219,"Neighborhood 219 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $120,000. It is known for well-preserved historic homes and tree-lined streets. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,120000,historic_homes,mixed_retail
220,"Neighborhood 220 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $120,000. It includes aging housing stock with many buildings needing repair. Residents mention local restaurants, cafés, and community parks.",mixed,120000,aging_housing_stock,local_restaurants
221,"Neighborhood 221 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $120,000. It includes aging housing stock with many buildings needing repair. The commercial area features liquor stores and check-cashing shops.",mixed,120000,aging_housing_stock,liquor_check_cash
222,"Neighborhood 222 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $120,000. It includes aging housing stock with many buildings needing repair. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,120000,aging_housing_stock,mixed_retail
223,"Neighborhood 223 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $120,000. A substantial share of residences are public housing complexes. Residents mention local restaurants, cafés, and community parks.",mixed,120000,public_housing,local_restaurants
224,"Neighborhood 224 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $120,000. A substantial share of residences are public housing complexes. The commercial area features liquor stores and check-cashing shops.",mixed,120000,public_housing,liquor_check_cash
225,"Neighborhood 225 is an urban neighborhood. The neighborhood has a mixed racial composition with no single majority group. The median household income is about $120,000. A substantial share of residences are public housing complexes. The area has mixed retail, including grocery stores, pharmacies, and small businesses.",mixed,120000,public_housing,mixed_retail
